job_id,date,technician_id,job_type,task_category,shift_type,estimated_hours,actual_hours,overrun_factor,staffing_ratio,lateness_minutes,day_of_week
J00503,2025-06-17,T002,wheel and brake change,scheduled,pink,2.03,1.2,0.5925,0.915,4.7,Tuesday
J00504,2025-06-18,T012,A-check inspection,scheduled,pink,6.19,6.01,0.972,0.866,1.2,Wednesday
J00505,2025-06-18,T024,A-check inspection,scheduled,pink,6.56,7.08,1.0781,0.82,5.6,Wednesday
J00506,2025-06-19,T024,hydraulic system check,scheduled,green,3.6,3.05,0.8465,0.972,0.0,Thursday
J00507,2025-06-19,T005,structural inspection,non-routine,green,7.14,6.7,0.9387,0.999,0.0,Thursday
J00508,2025-06-19,T003,A-check inspection,scheduled,grey,5.63,6.66,1.1833,0.985,14.4,Thursday
J00509,2025-06-19,T006,landing gear service,scheduled,green,4.99,4.26,0.8538,0.637,0.0,Thursday
J00510,2025-06-19,T025,hydraulic system check,scheduled,grey,3.31,3.68,1.1145,0.908,6.6,Thursday
J00511,2025-06-19,T015,landing gear service,scheduled,grey,5.0,4.14,0.8274,0.886,11.3,Thursday
J00512,2025-06-20,T024,A-check inspection,scheduled,yellow,6.03,8.88,1.473,0.866,12.6,Friday
J00513,2025-06-20,T004,landing gear service,scheduled,grey,4.91,4.67,0.9511,1.033,4.4,Friday
J00514,2025-06-20,T018,wheel and brake change,scheduled,green,1.95,1.87,0.9623,0.895,0.0,Friday
J00515,2025-06-20,T013,cabin interior repair,non-routine,green,2.68,2.09,0.7807,0.798,4.2,Friday
J00516,2025-06-20,T011,avionics fault isolation,non-routine,grey,3.12,2.42,0.7756,0.912,0.0,Friday
J00517,2025-06-20,T004,landing gear service,scheduled,green,5.52,7.81,1.4152,1.063,0.0,Friday
J00518,2025-06-20,T025,cabin interior repair,non-routine,yellow,2.31,2.29,0.9915,0.864,8.5,Friday
J00519,2025-06-20,T003,landing gear service,scheduled,yellow,4.47,4.68,1.0472,0.873,8.7,Friday
J00520,2025-06-20,T012,A-check inspection,scheduled,grey,6.27,7.77,1.2403,1.017,12.6,Friday
J00521,2025-06-20,T006,landing gear service,scheduled,yellow,5.07,3.16,0.6244,0.911,1.8,Friday
J00522,2025-06-20,T018,wheel and brake change,scheduled,green,1.97,1.6,0.8112,0.929,10.2,Friday
J00523,2025-06-23,T021,cabin interior repair,non-routine,green,2.35,2.11,0.8958,0.919,11.2,Monday
J00524,2025-06-23,T021,landing gear service,scheduled,green,5.14,3.48,0.6775,0.776,5.6,Monday
J00525,2025-06-23,T019,A-check inspection,scheduled,green,6.11,6.5,1.0639,0.863,5.2,Monday
J00526,2025-06-23,T022,A-check inspection,scheduled,yellow,6.2,5.02,0.8098,0.813,3.2,Monday
J00527,2025-06-24,T021,cabin interior repair,non-routine,green,2.31,2.04,0.8835,0.887,10.8,Tuesday
J00528,2025-06-24,T014,landing gear service,scheduled,green,5.09,6.58,1.2924,0.957,0.0,Tuesday
J00529,2025-06-25,T015,engine borescope,scheduled,pink,4.74,4.13,0.8715,0.809,8.8,Wednesday
J00530,2025-06-25,T007,avionics fault isolation,non-routine,pink,3.16,2.94,0.9319,0.696,10.6,Wednesday
J00531,2025-06-25,T016,avionics fault isolation,non-routine,yellow,3.09,2.66,0.862,0.801,6.6,Wednesday
J00532,2025-06-25,T013,avionics fault isolation,non-routine,green,2.97,3.27,1.1001,1.066,11.4,Wednesday
J00533,2025-06-25,T006,engine borescope,scheduled,grey,4.69,4.22,0.8989,0.987,9.9,Wednesday
J00534,2025-06-25,T004,wheel and brake change,scheduled,green,2.0,2.34,1.1704,0.827,0.0,Wednesday
J00535,2025-06-25,T009,wheel and brake change,scheduled,pink,1.87,1.78,0.9557,0.977,16.3,Wednesday
J00536,2025-06-26,T015,A-check inspection,scheduled,green,5.84,8.74,1.4983,0.894,9.7,Thursday
J00537,2025-06-26,T012,avionics fault isolation,non-routine,grey,3.37,2.36,0.6993,0.849,3.1,Thursday
J00538,2025-06-26,T018,A-check inspection,scheduled,pink,6.29,7.37,1.1709,1.19,0.0,Thursday
J00539,2025-06-26,T001,landing gear service,scheduled,yellow,4.59,4.4,0.9586,1.076,6.9,Thursday
J00540,2025-06-27,T003,landing gear service,scheduled,pink,4.54,4.0,0.8827,1.003,12.0,Friday
J00541,2025-06-27,T003,engine borescope,scheduled,yellow,4.57,5.94,1.2982,0.825,0.0,Friday
J00542,2025-06-30,T007,cabin interior repair,non-routine,grey,2.53,3.59,1.4209,0.738,0.0,Monday
J00543,2025-06-30,T003,structural inspection,non-routine,yellow,6.9,6.72,0.9737,0.723,10.1,Monday
J00544,2025-06-30,T013,cabin interior repair,non-routine,grey,2.51,2.87,1.1446,1.072,7.3,Monday
J00545,2025-06-30,T018,engine borescope,scheduled,green,4.58,3.19,0.6959,0.872,12.6,Monday
J00546,2025-06-30,T005,engine borescope,scheduled,green,4.5,3.53,0.7842,0.948,0.9,Monday
J00547,2025-06-30,T010,hydraulic system check,scheduled,grey,3.5,3.07,0.8756,0.768,0.0,Monday
J00548,2025-06-30,T007,avionics fault isolation,non-routine,green,3.08,2.21,0.7174,0.968,0.0,Monday
J00549,2025-06-30,T005,A-check inspection,scheduled,green,6.18,4.13,0.6678,0.818,3.4,Monday
J00550,2025-06-30,T016,engine borescope,scheduled,yellow,4.53,4.13,0.9119,0.846,0.0,Monday
J00551,2025-06-30,T020,structural inspection,non-routine,green,7.92,7.36,0.9298,1.062,6.6,Monday
J00552,2025-06-30,T003,A-check inspection,scheduled,grey,5.6,5.01,0.8943,1.054,2.1,Monday
J00553,2025-06-30,T011,hydraulic system check,scheduled,yellow,3.29,3.1,0.9441,0.894,0.0,Monday
J00554,2025-07-01,T016,structural inspection,non-routine,pink,7.21,6.79,0.9416,0.883,4.6,Tuesday
J00555,2025-07-01,T003,landing gear service,scheduled,pink,5.02,6.06,1.208,0.806,1.7,Tuesday
J00556,2025-07-02,T022,landing gear service,scheduled,yellow,5.01,5.18,1.0343,0.984,7.7,Wednesday
J00557,2025-07-03,T010,landing gear service,scheduled,green,5.06,8.04,1.5889,0.812,6.5,Thursday
J00558,2025-07-03,T017,cabin interior repair,non-routine,grey,2.51,3.51,1.3994,0.846,3.6,Thursday
J00559,2025-07-04,T015,hydraulic system check,scheduled,grey,3.21,4.15,1.293,1.008,2.4,Friday
J00560,2025-07-04,T018,wheel and brake change,scheduled,pink,1.94,1.5,0.7742,0.879,9.8,Friday
J00561,2025-07-04,T021,cabin interior repair,non-routine,pink,2.48,1.53,0.6153,0.747,8.0,Friday
J00562,2025-07-04,T009,A-check inspection,scheduled,green,6.23,5.71,0.917,0.936,6.0,Friday
J00563,2025-07-04,T020,hydraulic system check,scheduled,green,3.58,3.04,0.8494,1.011,6.8,Friday
J00564,2025-07-07,T017,wheel and brake change,scheduled,yellow,2.11,2.32,1.1023,0.788,0.0,Monday
J00565,2025-07-08,T004,A-check inspection,scheduled,grey,5.64,8.7,1.5441,0.86,6.2,Tuesday
J00566,2025-07-08,T003,engine borescope,scheduled,pink,4.39,5.25,1.1956,1.086,4.1,Tuesday
J00567,2025-07-08,T011,landing gear service,scheduled,green,5.16,6.57,1.274,0.701,0.0,Tuesday
J00568,2025-07-08,T010,landing gear service,scheduled,green,4.92,4.42,0.899,0.81,1.9,Tuesday
J00569,2025-07-09,T009,engine borescope,scheduled,green,4.43,5.43,1.2247,0.837,1.8,Wednesday
J00570,2025-07-09,T018,A-check inspection,scheduled,grey,5.98,4.7,0.7853,0.922,13.8,Wednesday
J00571,2025-07-09,T018,landing gear service,scheduled,grey,4.98,3.95,0.793,0.875,4.4,Wednesday
J00572,2025-07-09,T022,wheel and brake change,scheduled,yellow,2.02,1.42,0.7011,0.928,0.0,Wednesday
J00573,2025-07-10,T024,wheel and brake change,scheduled,yellow,1.86,2.62,1.4057,0.889,4.5,Thursday
J00574,2025-07-10,T024,A-check inspection,scheduled,green,5.3,6.0,1.1321,0.889,16.7,Thursday
J00575,2025-07-10,T024,A-check inspection,scheduled,grey,5.78,5.45,0.9427,0.738,4.3,Thursday
J00576,2025-07-10,T021,avionics fault isolation,non-routine,pink,2.83,2.77,0.9799,0.901,4.0,Thursday
J00577,2025-07-10,T004,wheel and brake change,scheduled,yellow,1.88,1.58,0.8391,1.097,0.0,Thursday
J00578,2025-07-10,T013,engine borescope,scheduled,grey,4.87,4.7,0.9644,0.938,8.8,Thursday
J00579,2025-07-11,T007,landing gear service,scheduled,yellow,4.72,4.81,1.0202,0.938,0.0,Friday
J00580,2025-07-11,T016,wheel and brake change,scheduled,yellow,2.14,1.54,0.719,0.939,9.2,Friday
J00581,2025-07-11,T007,engine borescope,scheduled,yellow,4.41,3.1,0.7028,0.869,0.0,Friday
J00582,2025-07-14,T010,landing gear service,scheduled,pink,4.6,3.34,0.7257,0.736,15.0,Monday
J00583,2025-07-14,T018,landing gear service,scheduled,yellow,5.17,3.01,0.5819,0.717,1.8,Monday
J00584,2025-07-15,T006,wheel and brake change,scheduled,grey,2.24,1.14,0.5073,0.843,0.0,Tuesday
J00585,2025-07-15,T008,engine borescope,scheduled,green,4.35,4.37,1.0029,0.927,5.0,Tuesday
J00586,2025-07-15,T012,hydraulic system check,scheduled,pink,3.31,4.11,1.2442,0.98,6.1,Tuesday
J00587,2025-07-15,T002,A-check inspection,scheduled,green,5.57,5.8,1.0422,0.809,0.0,Tuesday
J00588,2025-07-16,T009,structural inspection,non-routine,pink,7.07,6.37,0.9012,0.984,12.2,Wednesday
J00589,2025-07-16,T022,structural inspection,non-routine,grey,6.98,10.36,1.484,0.895,2.4,Wednesday
J00590,2025-07-16,T023,hydraulic system check,scheduled,green,3.43,3.26,0.9505,0.903,0.0,Wednesday
J00591,2025-07-16,T001,cabin interior repair,non-routine,pink,2.4,2.7,1.1275,1.057,12.7,Wednesday
J00592,2025-07-16,T022,avionics fault isolation,non-routine,grey,2.96,2.07,0.698,0.804,1.0,Wednesday
J00593,2025-07-16,T001,engine borescope,scheduled,green,4.15,5.83,1.4056,0.926,4.2,Wednesday
J00594,2025-07-16,T007,structural inspection,non-routine,grey,7.1,8.24,1.1605,0.938,4.7,Wednesday
J00595,2025-07-16,T002,engine borescope,scheduled,pink,4.44,3.09,0.6958,0.857,0.0,Wednesday
J00596,2025-07-16,T010,wheel and brake change,scheduled,green,1.89,1.33,0.7046,0.953,9.0,Wednesday
J00597,2025-07-17,T003,engine borescope,scheduled,green,4.44,4.76,1.0698,0.822,0.0,Thursday
J00598,2025-07-17,T025,engine borescope,scheduled,green,4.56,3.86,0.8462,1.169,10.1,Thursday
J00599,2025-07-17,T009,avionics fault isolation,non-routine,yellow,2.87,2.94,1.0244,1.04,4.8,Thursday
J00600,2025-07-17,T015,wheel and brake change,scheduled,yellow,2.17,3.05,1.405,0.921,2.4,Thursday
J00601,2025-07-18,T012,landing gear service,scheduled,yellow,5.16,4.2,0.8136,0.88,4.0,Friday
J00602,2025-07-18,T004,hydraulic system check,scheduled,pink,3.6,4.18,1.16,0.971,2.4,Friday
J00603,2025-07-18,T025,cabin interior repair,non-routine,grey,2.41,2.04,0.844,0.879,6.5,Friday
J00604,2025-07-18,T017,A-check inspection,scheduled,yellow,5.57,5.44,0.9779,0.784,2.3,Friday
J00605,2025-07-18,T009,hydraulic system check,scheduled,grey,3.51,3.6,1.0256,1.007,5.5,Friday
J00606,2025-07-18,T019,A-check inspection,scheduled,yellow,6.17,7.65,1.2391,0.945,7.3,Friday
J00607,2025-07-18,T012,hydraulic system check,scheduled,pink,3.54,3.13,0.8841,1.028,2.7,Friday
J00608,2025-07-21,T009,cabin interior repair,non-routine,pink,2.48,1.78,0.7189,0.881,13.1,Monday
J00609,2025-07-21,T019,cabin interior repair,non-routine,green,2.44,3.36,1.3755,0.853,0.5,Monday
J00610,2025-07-21,T005,hydraulic system check,scheduled,grey,3.51,2.58,0.7343,0.856,11.1,Monday
J00611,2025-07-21,T014,cabin interior repair,non-routine,green,2.44,2.7,1.1061,0.991,14.4,Monday
J00612,2025-07-21,T019,engine borescope,scheduled,pink,4.23,5.0,1.1805,0.966,0.0,Monday
J00613,2025-07-22,T012,wheel and brake change,scheduled,yellow,2.19,1.31,0.6011,0.858,6.9,Tuesday
J00614,2025-07-22,T001,A-check inspection,scheduled,yellow,6.44,6.99,1.0846,0.904,5.8,Tuesday
J00615,2025-07-22,T012,landing gear service,scheduled,yellow,4.8,6.22,1.2966,0.827,8.6,Tuesday
J00616,2025-07-23,T002,engine borescope,scheduled,grey,4.58,4.71,1.0275,0.99,5.6,Wednesday
J00617,2025-07-23,T004,engine borescope,scheduled,grey,4.28,4.93,1.1524,1.022,2.2,Wednesday
J00618,2025-07-23,T023,landing gear service,scheduled,green,4.74,5.56,1.1744,0.827,9.9,Wednesday
J00619,2025-07-24,T012,landing gear service,scheduled,grey,4.95,6.99,1.4123,0.934,4.1,Thursday
J00620,2025-07-25,T001,wheel and brake change,scheduled,pink,2.04,1.78,0.8741,0.799,2.6,Friday
J00621,2025-07-25,T007,hydraulic system check,scheduled,pink,3.68,2.63,0.7137,0.955,0.0,Friday
J00622,2025-07-25,T023,wheel and brake change,scheduled,green,1.87,1.63,0.8747,0.873,4.5,Friday
J00623,2025-07-25,T016,cabin interior repair,non-routine,yellow,2.56,2.35,0.9168,1.027,6.0,Friday
J00624,2025-07-25,T016,hydraulic system check,scheduled,grey,3.35,2.54,0.7588,0.81,0.6,Friday
J00625,2025-07-28,T015,avionics fault isolation,non-routine,yellow,3.01,3.07,1.0196,0.73,14.8,Monday
J00626,2025-07-28,T020,A-check inspection,scheduled,grey,6.12,8.91,1.4561,0.856,2.4,Monday
J00627,2025-07-29,T012,A-check inspection,scheduled,grey,5.75,3.72,0.648,0.934,0.0,Tuesday
J00628,2025-07-29,T017,wheel and brake change,scheduled,yellow,1.92,3.01,1.5685,0.661,5.7,Tuesday
J00629,2025-07-30,T009,engine borescope,scheduled,green,4.75,4.77,1.0036,0.859,3.2,Wednesday
J00630,2025-07-31,T009,landing gear service,scheduled,yellow,5.3,4.72,0.8893,0.957,11.6,Thursday
J00631,2025-07-31,T011,structural inspection,non-routine,grey,8.14,9.63,1.1822,0.757,2.6,Thursday
J00632,2025-07-31,T019,avionics fault isolation,non-routine,pink,3.29,4.5,1.3678,0.82,10.5,Thursday
J00633,2025-08-01,T003,A-check inspection,scheduled,grey,5.98,5.11,0.8546,0.977,6.2,Friday
J00634,2025-08-01,T020,hydraulic system check,scheduled,yellow,3.37,3.27,0.9715,0.927,2.9,Friday
J00635,2025-08-01,T010,structural inspection,non-routine,yellow,7.51,7.03,0.9356,0.868,0.8,Friday
J00636,2025-08-01,T008,engine borescope,scheduled,yellow,4.32,5.07,1.1734,1.018,0.0,Friday
J00637,2025-08-04,T005,landing gear service,scheduled,grey,4.88,4.69,0.9609,0.804,7.7,Monday
J00638,2025-08-04,T020,landing gear service,scheduled,yellow,4.68,6.66,1.4215,0.77,5.0,Monday
J00639,2025-08-04,T022,engine borescope,scheduled,yellow,4.67,3.38,0.7241,0.871,1.1,Monday
J00640,2025-08-04,T008,engine borescope,scheduled,green,3.93,3.25,0.828,0.996,0.7,Monday
J00641,2025-08-04,T009,cabin interior repair,non-routine,pink,2.41,2.04,0.8441,0.884,8.1,Monday
J00642,2025-08-05,T013,structural inspection,non-routine,grey,6.77,6.19,0.9143,1.101,5.1,Tuesday
J00643,2025-08-05,T020,landing gear service,scheduled,grey,4.85,4.81,0.9906,0.901,6.0,Tuesday
J00644,2025-08-05,T003,landing gear service,scheduled,green,5.08,5.19,1.0203,0.615,4.6,Tuesday
J00645,2025-08-05,T018,structural inspection,non-routine,grey,7.09,6.89,0.9722,0.897,5.7,Tuesday
J00646,2025-08-06,T022,avionics fault isolation,non-routine,green,2.78,2.18,0.7869,0.914,0.0,Wednesday
J00647,2025-08-06,T017,avionics fault isolation,non-routine,grey,3.09,2.29,0.7436,0.687,15.2,Wednesday
J00648,2025-08-06,T020,structural inspection,non-routine,grey,7.36,7.12,0.9673,0.969,1.7,Wednesday
J00649,2025-08-07,T022,landing gear service,scheduled,green,4.86,2.49,0.5124,0.943,0.0,Thursday
J00650,2025-08-07,T009,hydraulic system check,scheduled,yellow,3.59,3.41,0.9486,0.876,0.0,Thursday
J00651,2025-08-07,T021,hydraulic system check,scheduled,green,3.37,2.76,0.8196,1.001,1.2,Thursday
J00652,2025-08-07,T022,engine borescope,scheduled,grey,4.58,3.53,0.7704,0.941,4.2,Thursday
J00653,2025-08-08,T012,landing gear service,scheduled,pink,4.72,2.97,0.6303,1.113,10.4,Friday
J00654,2025-08-08,T020,landing gear service,scheduled,green,4.97,7.06,1.4213,0.843,0.0,Friday
J00655,2025-08-08,T025,avionics fault isolation,non-routine,green,2.9,2.51,0.8659,0.987,1.1,Friday
J00656,2025-08-08,T010,structural inspection,non-routine,grey,6.43,7.11,1.1065,1.092,6.9,Friday
J00657,2025-08-08,T019,landing gear service,scheduled,pink,4.71,4.58,0.9733,0.93,6.3,Friday
J00658,2025-08-11,T015,structural inspection,non-routine,green,7.54,6.88,0.9126,0.89,9.4,Monday
J00659,2025-08-11,T018,hydraulic system check,scheduled,grey,3.2,3.06,0.9542,1.071,5.3,Monday
J00660,2025-08-11,T003,structural inspection,non-routine,green,6.94,7.75,1.1169,0.796,9.2,Monday
J00661,2025-08-12,T010,avionics fault isolation,non-routine,yellow,2.78,2.68,0.9666,0.894,0.0,Tuesday
J00662,2025-08-12,T011,landing gear service,scheduled,grey,5.05,4.81,0.9531,1.129,10.2,Tuesday
J00663,2025-08-12,T022,wheel and brake change,scheduled,yellow,1.9,1.62,0.852,0.94,0.0,Tuesday
J00664,2025-08-12,T017,engine borescope,scheduled,yellow,4.52,4.53,1.0005,0.771,5.1,Tuesday
J00665,2025-08-12,T021,cabin interior repair,non-routine,green,2.4,2.38,0.989,0.87,0.0,Tuesday
J00666,2025-08-12,T024,avionics fault isolation,non-routine,yellow,3.37,2.83,0.839,0.825,1.7,Tuesday
J00667,2025-08-12,T015,engine borescope,scheduled,yellow,4.49,5.62,1.2524,1.03,0.0,Tuesday
J00668,2025-08-12,T010,hydraulic system check,scheduled,green,3.5,2.46,0.703,0.862,15.1,Tuesday
J00669,2025-08-13,T009,landing gear service,scheduled,yellow,5.13,5.76,1.1239,0.931,0.4,Wednesday
J00670,2025-08-13,T016,cabin interior repair,non-routine,yellow,2.53,2.33,0.9204,0.895,5.2,Wednesday
J00671,2025-08-14,T016,wheel and brake change,scheduled,grey,1.93,1.2,0.6216,0.784,7.6,Thursday
J00672,2025-08-14,T011,avionics fault isolation,non-routine,grey,2.68,1.98,0.7407,0.929,3.5,Thursday
J00673,2025-08-14,T006,structural inspection,non-routine,grey,7.28,7.12,0.9786,0.816,14.0,Thursday
J00674,2025-08-14,T013,A-check inspection,scheduled,yellow,5.72,5.23,0.914,0.973,1.7,Thursday
J00675,2025-08-14,T017,hydraulic system check,scheduled,yellow,3.52,3.38,0.9619,1.015,7.0,Thursday
J00676,2025-08-15,T016,engine borescope,scheduled,green,4.52,3.64,0.806,1.025,0.0,Friday
J00677,2025-08-15,T001,cabin interior repair,non-routine,grey,2.68,3.93,1.4671,1.009,7.5,Friday
J00678,2025-08-15,T023,hydraulic system check,scheduled,pink,3.5,4.13,1.1792,0.944,1.4,Friday
J00679,2025-08-15,T007,wheel and brake change,scheduled,yellow,2.11,1.61,0.7652,0.933,0.0,Friday
J00680,2025-08-15,T002,hydraulic system check,scheduled,grey,3.5,3.19,0.9096,0.577,12.2,Friday
J00681,2025-08-18,T004,cabin interior repair,non-routine,grey,2.72,3.27,1.2024,1.095,7.8,Monday
J00682,2025-08-18,T011,cabin interior repair,non-routine,grey,2.34,2.79,1.192,0.977,2.3,Monday
J00683,2025-08-19,T009,engine borescope,scheduled,yellow,4.6,4.58,0.9962,0.888,11.2,Tuesday
J00684,2025-08-19,T009,avionics fault isolation,non-routine,green,3.16,1.76,0.5563,0.944,0.0,Tuesday
J00685,2025-08-19,T019,cabin interior repair,non-routine,grey,2.46,3.45,1.4061,0.996,6.7,Tuesday
J00686,2025-08-20,T006,structural inspection,non-routine,green,7.54,7.26,0.963,0.929,1.5,Wednesday
J00687,2025-08-20,T009,hydraulic system check,scheduled,green,3.56,3.87,1.0866,1.042,12.5,Wednesday
J00688,2025-08-20,T021,A-check inspection,scheduled,yellow,5.98,5.82,0.9719,0.967,2.4,Wednesday
J00689,2025-08-20,T015,hydraulic system check,scheduled,grey,3.3,4.94,1.4967,0.848,6.5,Wednesday
J00690,2025-08-20,T008,structural inspection,non-routine,green,6.77,3.27,0.4834,0.834,11.3,Wednesday
J00691,2025-08-20,T024,wheel and brake change,scheduled,green,2.06,1.93,0.9378,0.767,2.8,Wednesday
J00692,2025-08-21,T015,hydraulic system check,scheduled,pink,3.38,2.3,0.681,0.776,0.0,Thursday
J00693,2025-08-21,T013,A-check inspection,scheduled,grey,6.09,4.55,0.7467,0.756,0.0,Thursday
J00694,2025-08-21,T015,engine borescope,scheduled,yellow,4.36,5.27,1.2085,1.082,0.0,Thursday
J00695,2025-08-22,T002,cabin interior repair,non-routine,pink,2.62,2.32,0.8842,0.951,3.8,Friday
J00696,2025-08-22,T011,cabin interior repair,non-routine,pink,2.39,2.09,0.8758,0.908,2.9,Friday
J00697,2025-08-22,T002,A-check inspection,scheduled,grey,6.17,6.42,1.0406,0.817,18.6,Friday
J00698,2025-08-22,T019,engine borescope,scheduled,yellow,4.68,2.76,0.5896,1.122,0.0,Friday
J00699,2025-08-22,T005,cabin interior repair,non-routine,green,2.52,2.07,0.8203,0.933,9.6,Friday
J00700,2025-08-25,T006,hydraulic system check,scheduled,grey,3.39,2.31,0.6821,0.825,2.8,Monday
J00701,2025-08-25,T009,structural inspection,non-routine,grey,6.93,6.7,0.967,0.829,11.5,Monday
J00702,2025-08-25,T023,engine borescope,scheduled,yellow,4.33,5.53,1.276,0.885,4.8,Monday
J00703,2025-08-26,T001,hydraulic system check,scheduled,grey,3.41,3.96,1.1597,0.682,7.3,Tuesday
J00704,2025-08-27,T014,structural inspection,non-routine,grey,6.8,6.65,0.9769,1.033,1.6,Wednesday
J00705,2025-08-27,T008,cabin interior repair,non-routine,pink,2.46,1.23,0.5016,0.934,6.8,Wednesday
J00706,2025-08-27,T003,structural inspection,non-routine,pink,6.98,9.22,1.3205,0.857,7.2,Wednesday
J00707,2025-08-27,T012,landing gear service,scheduled,pink,5.08,4.84,0.9521,0.861,5.2,Wednesday
J00708,2025-08-28,T025,structural inspection,non-routine,pink,7.31,6.35,0.8683,0.998,5.8,Thursday
J00709,2025-08-28,T019,avionics fault isolation,non-routine,grey,2.99,3.69,1.2344,0.877,7.3,Thursday
J00710,2025-08-28,T013,wheel and brake change,scheduled,pink,1.89,1.9,1.0024,0.69,10.3,Thursday
J00711,2025-08-29,T003,engine borescope,scheduled,yellow,4.54,6.5,1.4311,1.2,4.5,Friday
J00712,2025-08-29,T011,structural inspection,non-routine,yellow,7.13,5.43,0.7618,0.781,8.3,Friday
J00713,2025-08-29,T007,cabin interior repair,non-routine,grey,2.17,1.99,0.9187,0.859,9.3,Friday
J00714,2025-08-29,T010,cabin interior repair,non-routine,yellow,2.39,2.07,0.8664,0.743,2.6,Friday
J00715,2025-08-29,T022,structural inspection,non-routine,yellow,6.7,4.13,0.6159,0.938,3.3,Friday
J00716,2025-09-01,T021,structural inspection,non-routine,pink,7.26,5.67,0.7818,0.888,11.7,Monday
J00717,2025-09-01,T007,structural inspection,non-routine,green,7.16,6.97,0.9733,0.846,0.9,Monday
J00718,2025-09-01,T006,cabin interior repair,non-routine,green,2.5,1.55,0.6195,1.017,0.7,Monday
J00719,2025-09-01,T001,landing gear service,scheduled,green,4.86,4.28,0.8809,0.892,3.3,Monday
J00720,2025-09-02,T021,wheel and brake change,scheduled,yellow,1.99,1.75,0.8818,0.97,0.0,Tuesday
J00721,2025-09-02,T012,hydraulic system check,scheduled,yellow,3.4,3.1,0.9128,0.991,0.0,Tuesday
J00722,2025-09-02,T013,structural inspection,non-routine,yellow,7.45,4.75,0.6371,0.673,0.0,Tuesday
